userid;answerid;scenario;intent;status;answer_annotation;notes;suggested_entities;answer_normalised;answer;question
;220;general;praise;;thanks for response.;;;;thanks for response.;
;221;general;praise;;you are the best, musch appreciated, olly.;;;;you are the best, musch appreciated, olly.;
;222;general;praise;;you are star,.;;;;you are star,.;
;223;general;praise;;you are smart, olly.;;;;you are smart, olly.;
;224;general;praise;;appreciated, it is great one.;;;;appreciated, it is great one.;
;225;general;praise;;awesome job, you have done well.;;;;awesome job, you have done well.;
;226;general;praise;;you rock, musch appreciated.;;;;you rock, musch appreciated.;
;227;general;praise;;it's helpful, musch appreciated.;;;;it's helpful, musch appreciated.;
;228;general;praise;;that was useful, musch appreciated.;;;;that was useful, musch appreciated.;
;229;general;praise;;that's useful, musch appreciated, olly.;;;;that's useful, musch appreciated, olly.;
;230;general;praise;;much appreciated.;;;;much appreciated.;
;231;general;praise;;perfect job, you have done well.;;;;perfect job, you have done well.;
;232;general;praise;;it's cool, thank you very much.;;;;it's cool, thank you very much.;
;233;general;praise;;it's helpful, appreciated, olly.;;;;it's helpful, appreciated, olly.;
;234;general;praise;;it is great one, thank you.;;;;it is great one, thank you.;
;235;general;praise;;thank you for completing it, olly.;;;;thank you for completing it, olly.;
;236;general;praise;;you have done it correctly thanks.;;;;you have done it correctly thanks.;
;237;general;praise;;ah that's perfect job, olly.;;;;ah that's perfect job, olly.;
;238;general;praise;;i appreciate it.;;;;i appreciate it.;
;239;general;praise;;thank you so much for the information.;;;;thank you so much for the information.;
;240;general;praise;;thank you for your help.;;;;thank you for your help.;
;241;general;praise;;that's useful,, olly.;;;;that's useful,, olly.;
;242;general;praise;;thank you so much for answer.;;;;thank you so much for answer.;
;243;general;praise;;that was amazing, thank you so much, olly.;;;;that was amazing, thank you so much, olly.;
;244;general;praise;;appreciate the answer.;;;;appreciate the answer.;
;245;general;praise;;it's amazing job, thank you very much, olly.;;;;it's amazing job, thank you very much, olly.;
;246;general;praise;;i appreciate it, it was awesome.;;;;i appreciate it, it was awesome.;
;247;general;praise;;appreciate helping.;;;;appreciate helping.;
;248;general;praise;;thank you for doing it, olly.;;;;thank you for doing it, olly.;
;249;general;praise;;that's helpful,, olly.;;;;that's helpful,, olly.;
;250;general;praise;;it is useful,, olly.;;;;it is useful,, olly.;
;251;general;praise;;it's nice one, thanks, olly.;;;;it's nice one, thanks, olly.;
;252;general;praise;;you've done that right i appreciate it.;;;;you've done that right i appreciate it.;
;253;general;praise;;it's nice, thank you very much.;;;;it's nice, thank you very much.;
;254;general;praise;;much appreciated, olly.;;;;much appreciated, olly.;
;255;general;praise;;you did great work,.;;;;you did great work,.;
;256;general;praise;;thanks for the response, olly.;;;;thanks for the response, olly.;
;257;general;praise;;you've done it right musch appreciated.;;;;you've done it right musch appreciated.;
;258;general;praise;;that's wonderful.;;;;that's wonderful.;
;259;general;praise;;it's nice one, thank you so much.;;;;it's nice one, thank you so much.;
;260;general;praise;;it's excellent, appreciated.;;;;it's excellent, appreciated.;
;261;general;praise;;you are helpful, thank you.;;;;you are helpful, thank you.;
;262;general;praise;;that's useful, appreciated, olly.;;;;that's useful, appreciated, olly.;
;263;general;praise;;great work, you did well.;;;;great work, you did well.;
;264;general;praise;;i appreciate it, that was great.;;;;i appreciate it, that was great.;
;265;general;praise;;oh that's fantastic job, olly.;;;;oh that's fantastic job, olly.;
;266;general;praise;;ah that was great work.;;;;ah that was great work.;
;267;general;praise;;you did fantastic work,, olly.;;;;you did fantastic work,, olly.;
;268;general;praise;;i appreciate your asssistance, olly.;;;;i appreciate your asssistance, olly.;
;269;general;praise;;appreciate your helping.;;;;appreciate your helping.;
;270;general;praise;;that's helpful, musch appreciated.;;;;that's helpful, musch appreciated.;
;271;general;praise;;i appreciate answers.;;;;i appreciate answers.;
;272;general;praise;;you are hero,, olly.;;;;you are hero,, olly.;
;273;general;praise;;it is cool, thank you, olly.;;;;it is cool, thank you, olly.;
;274;general;praise;;that's excellent.;;;;that's excellent.;
;275;general;praise;;that's fantastic, musch appreciated, olly.;;;;that's fantastic, musch appreciated, olly.;
;276;general;praise;;you've done it correctly thanks, olly.;;;;you've done it correctly thanks, olly.;
;277;general;praise;;you have done it correctly musch appreciated.;;;;you have done it correctly musch appreciated.;
;278;general;praise;;that's useful,.;;;;that's useful,.;
;279;general;praise;;you have done it right, olly.;;;;you have done it right, olly.;
;280;general;praise;;it's great one, thank you very much.;;;;it's great one, thank you very much.;
;281;general;praise;;it's useful,.;;;;it's useful,.;
;282;general;praise;;you've done it right thank you so much.;;;;you've done it right thank you so much.;
;283;general;praise;;you are hero, thank you so much.;;;;you are hero, thank you so much.;
;284;general;praise;;that was wonderful work, musch appreciated.;;;;that was wonderful work, musch appreciated.;
;285;general;praise;;perfect work, you have done well.;;;;perfect work, you have done well.;
;286;general;praise;;thank you for that information.;;;;thank you for that information.;
;287;general;praise;;you have done that right musch appreciated.;;;;you have done that right musch appreciated.;
;288;general;praise;;that is useful, thanks, olly.;;;;that is useful, thanks, olly.;
;289;general;praise;;it's wonderful, thank you very much.;;;;it's wonderful, thank you very much.;
;290;general;praise;;well done,, olly.;;;;well done,, olly.;
;291;general;praise;;that is useful,, olly.;;;;that is useful,, olly.;
;292;general;praise;;that's great work.;;;;that's great work.;
;293;general;praise;;you did nice job, musch appreciated.;;;;you did nice job, musch appreciated.;
;294;general;praise;;it was cool, thank you very much.;;;;it was cool, thank you very much.;
;295;general;praise;;thank you so much for that information.;;;;thank you so much for that information.;
;296;general;praise;;you are awesome, thank you very much.;;;;you are awesome, thank you very much.;
;297;general;praise;;it's good, thank you.;;;;it's good, thank you.;
;298;general;praise;;fantastic job, you have done well, olly.;;;;fantastic job, you have done well, olly.;
;299;general;praise;;that is helpful, thanks.;;;;that is helpful, thanks.;
;300;general;praise;;it's awesome, appreciated.;;;;it's awesome, appreciated.;
;301;general;praise;;you did nice job, thank you.;;;;you did nice job, thank you.;
;302;general;praise;;you helped a lot, musch appreciated, olly.;;;;you helped a lot, musch appreciated, olly.;
;303;general;praise;;you rock, thank you so much, olly.;;;;you rock, thank you so much, olly.;
;304;general;praise;;fantastic job, you've done well, olly.;;;;fantastic job, you've done well, olly.;
;305;general;praise;;thank you so much.;;;;thank you so much.;
;306;general;praise;;it was awesome, thank you so much.;;;;it was awesome, thank you so much.;
;307;general;praise;;you rock, thank you very much.;;;;you rock, thank you very much.;
;308;general;praise;;that's cool, musch appreciated.;;;;that's cool, musch appreciated.;
;309;general;praise;;thanks for doing it.;;;;thanks for doing it.;
;310;general;praise;;it's useful, appreciated.;;;;it's useful, appreciated.;
;311;general;praise;;that's excellent, thank you.;;;;that's excellent, thank you.;
;312;general;praise;;you did good job,.;;;;you did good job,.;
;313;general;praise;;that's helpful, i appreciate it.;;;;that's helpful, i appreciate it.;
;314;general;praise;;appreciate your response.;;;;appreciate your response.;
;315;general;praise;;you helped a lot, thank you very much.;;;;you helped a lot, thank you very much.;
;316;general;praise;;that was awesome, i appreciate it.;;;;that was awesome, i appreciate it.;
;317;general;praise;;ah that's perfect work.;;;;ah that's perfect work.;
;318;general;praise;;i appreciate response, olly.;;;;i appreciate response, olly.;
;319;general;praise;;it was helpful, appreciated.;;;;it was helpful, appreciated.;
;320;general;praise;;thank you for your answer.;;;;thank you for your answer.;
;321;general;praise;;you have done that right thank you very much, olly.;;;;you have done that right thank you very much, olly.;
;322;general;praise;;that's cool, thank you very much, olly.;;;;that's cool, thank you very much, olly.;
;323;general;praise;;well done, thank you, olly.;;;;well done, thank you, olly.;
;324;general;praise;;that's fantastic job, thank you so much, olly.;;;;that's fantastic job, thank you so much, olly.;
;325;general;praise;;you have done that correctly musch appreciated.;;;;you have done that correctly musch appreciated.;
;326;general;praise;;you have done that right thanks, olly.;;;;you have done that right thanks, olly.;
;327;general;praise;;you did perfect job, thank you so much.;;;;you did perfect job, thank you so much.;
;328;general;praise;;thank you for doing that, olly.;;;;thank you for doing that, olly.;
;329;general;praise;;you are awesome, i appreciate it, olly.;;;;you are awesome, i appreciate it, olly.;
;330;general;praise;;that's awesome job, thank you very much.;;;;that's awesome job, thank you very much.;
;331;general;praise;;it is perfect work, musch appreciated, olly.;;;;it is perfect work, musch appreciated, olly.;
;332;general;praise;;i appreciate it, that was amazing work, olly.;;;;i appreciate it, that was amazing work, olly.;
;333;general;praise;;nice work, you have done well, olly.;;;;nice work, you have done well, olly.;
;334;general;praise;;it is nice job, thanks.;;;;it is nice job, thanks.;
;335;general;praise;;you have done it right appreciated, olly.;;;;you have done it right appreciated, olly.;
;336;general;praise;;well done,.;;;;well done,.;
;337;general;praise;;it's perfect, thank you so much, olly.;;;;it's perfect, thank you so much, olly.;
;338;general;praise;;it was great, thank you very much.;;;;it was great, thank you very much.;
;339;general;praise;;oh it was great one, olly.;;;;oh it was great one, olly.;
;340;general;praise;;it's good one, thank you very much.;;;;it's good one, thank you very much.;
;341;general;praise;;it is useful, thank you, olly.;;;;it is useful, thank you, olly.;
;342;general;praise;;that's awesome, thank you very much.;;;;that's awesome, thank you very much.;
;343;general;praise;;you have done it right musch appreciated, olly.;;;;you have done it right musch appreciated, olly.;
;344;general;praise;;you are helpful, musch appreciated.;;;;you are helpful, musch appreciated.;
;345;general;praise;;i appreciate helping.;;;;i appreciate helping.;
;346;general;praise;;musch appreciated, it's fantastic.;;;;musch appreciated, it's fantastic.;
;347;general;praise;;that is helpful, musch appreciated.;;;;that is helpful, musch appreciated.;
;348;general;praise;;thanks for your helps.;;;;thanks for your helps.;
;349;general;praise;;it was cool, musch appreciated, olly.;;;;it was cool, musch appreciated, olly.;
;350;general;praise;;that's great job, thank you so much.;;;;that's great job, thank you so much.;
;351;general;praise;;thank you so much for the asssistance.;;;;thank you so much for the asssistance.;
;352;general;praise;;you are my hero, thank you so much.;;;;you are my hero, thank you so much.;
;353;general;praise;;it was cool, i appreciate it.;;;;it was cool, i appreciate it.;
;354;general;praise;;thanks for asssistance.;;;;thanks for asssistance.;
;355;general;praise;;that's awesome job, i appreciate it, olly.;;;;that's awesome job, i appreciate it, olly.;
;356;general;praise;;that was cool, thanks.;;;;that was cool, thanks.;
;357;general;praise;;it's good job, i appreciate it.;;;;it's good job, i appreciate it.;
;358;general;praise;;you have done it right thank you.;;;;you have done it right thank you.;
;359;general;praise;;i appreciate the helps.;;;;i appreciate the helps.;
;360;general;praise;;thanks, that's amazing.;;;;thanks, that's amazing.;
;361;general;praise;;you are the best, appreciated.;;;;you are the best, appreciated.;
;362;general;praise;;you helped a lot, thank you so much, olly.;;;;you helped a lot, thank you so much, olly.;
;363;general;praise;;appreciated, olly.;;;;appreciated, olly.;
;364;general;praise;;it is useful, thanks.;;;;it is useful, thanks.;
;365;general;praise;;thanks for help.;;;;thanks for help.;
;366;general;praise;;you have done that correctly thank you.;;;;you have done that correctly thank you.;
;367;general;praise;;it is useful, thank you so much.;;;;it is useful, thank you so much.;
;368;general;praise;;thanks for the helping.;;;;thanks for the helping.;
;369;general;praise;;it's cool, thanks, olly.;;;;it's cool, thanks, olly.;
;370;general;praise;;it was good one, thank you very much.;;;;it was good one, thank you very much.;
;371;general;praise;;that was amazing.;;;;that was amazing.;
;372;general;praise;;appreciated.;;;;appreciated.;
;373;general;praise;;appreciate helps.;;;;appreciate helps.;
;374;general;praise;;you've done that right musch appreciated, olly.;;;;you've done that right musch appreciated, olly.;
;375;general;praise;;you are star, musch appreciated, olly.;;;;you are star, musch appreciated, olly.;
;376;general;praise;;appreciate the answers.;;;;appreciate the answers.;
;377;general;praise;;it's cool, musch appreciated.;;;;it's cool, musch appreciated.;
;378;general;praise;;you are awesome,, olly.;;;;you are awesome,, olly.;
;379;general;praise;;you did wonderful job, i appreciate it.;;;;you did wonderful job, i appreciate it.;
;380;general;praise;;wonderful job, you've done well.;;;;wonderful job, you've done well.;
;381;general;praise;;you are my hero, thank you, olly.;;;;you are my hero, thank you, olly.;
;382;general;praise;;you have done that correctly thank you very much, olly.;;;;you have done that correctly thank you very much, olly.;
;383;general;praise;;amazing job, you've done well, olly.;;;;amazing job, you've done well, olly.;
;384;general;praise;;you rock, appreciated.;;;;you rock, appreciated.;
;385;general;praise;;you helped a lot, musch appreciated.;;;;you helped a lot, musch appreciated.;
;386;general;praise;;ah it's excellent, olly.;;;;ah it's excellent, olly.;
;387;general;praise;;thank you very much for your asssistance.;;;;thank you very much for your asssistance.;
;388;general;praise;;you are the best, thank you.;;;;you are the best, thank you.;
;389;general;praise;;oh that was good job.;;;;oh that was good job.;
;390;general;praise;;that's amazing work, i appreciate it.;;;;that's amazing work, i appreciate it.;
;391;general;praise;;wonderful work, you did well, olly.;;;;wonderful work, you did well, olly.;
;392;general;praise;;it's helpful, musch appreciated, olly.;;;;it's helpful, musch appreciated, olly.;
;393;general;praise;;it was nice one, thank you very much.;;;;it was nice one, thank you very much.;
;394;general;praise;;well done, thank you.;;;;well done, thank you.;
;395;general;praise;;well done, thanks, olly.;;;;well done, thanks, olly.;
;396;general;praise;;thank you so much for your helping.;;;;thank you so much for your helping.;
;397;general;praise;;it's cool, thank you so much.;;;;it's cool, thank you so much.;
;398;general;praise;;i appreciate it, it is excellent job.;;;;i appreciate it, it is excellent job.;
;399;general;praise;;you did nice job, appreciated, olly.;;;;you did nice job, appreciated, olly.;
;400;general;praise;;you are hero, thanks, olly.;;;;you are hero, thanks, olly.;
;401;general;praise;;ah it's great one.;;;;ah it's great one.;
;402;general;praise;;you've done that correctly appreciated.;;;;you've done that correctly appreciated.;
;403;general;praise;;thank you so much for this information, olly.;;;;thank you so much for this information, olly.;
;404;general;praise;;fantastic job, you have done well.;;;;fantastic job, you have done well.;
;405;general;praise;;nice job, you did well.;;;;nice job, you did well.;
;406;general;praise;;it's wonderful job, thank you very much.;;;;it's wonderful job, thank you very much.;
;407;general;praise;;it's great one, musch appreciated, olly.;;;;it's great one, musch appreciated, olly.;
;408;general;praise;;fantastic work, you did well.;;;;fantastic work, you did well.;
;409;general;praise;;that was cool, i appreciate it.;;;;that was cool, i appreciate it.;
;410;general;praise;;you have done it right thank you so much, olly.;;;;you have done it right thank you so much, olly.;
;411;general;praise;;good work, you have done well, olly.;;;;good work, you have done well, olly.;
;412;general;praise;;you helped a lot, i appreciate it, olly.;;;;you helped a lot, i appreciate it, olly.;
;413;general;praise;;you've done it right.;;;;you've done it right.;
;414;general;praise;;that was cool,.;;;;that was cool,.;
;415;general;praise;;you are awesome, thank you so much.;;;;you are awesome, thank you so much.;
;416;general;praise;;that's great, thank you.;;;;that's great, thank you.;
;417;general;praise;;i appreciate it, it's good one.;;;;i appreciate it, it's good one.;
;418;general;praise;;that's fantastic work, appreciated, olly.;;;;that's fantastic work, appreciated, olly.;
;419;general;praise;;you have done that correctly i appreciate it.;;;;you have done that correctly i appreciate it.;
;420;general;praise;;you are star, thank you so much.;;;;you are star, thank you so much.;
;421;general;praise;;oh that's wonderful.;;;;oh that's wonderful.;
;422;general;praise;;appreciate help.;;;;appreciate help.;
;423;general;praise;;that's great one, thanks.;;;;that's great one, thanks.;
;424;general;praise;;you have done it correctly musch appreciated, olly.;;;;you have done it correctly musch appreciated, olly.;
;425;general;praise;;that's useful, thank you.;;;;that's useful, thank you.;
;426;general;praise;;thanks for your answer.;;;;thanks for your answer.;
;427;general;praise;;it's good work, thank you.;;;;it's good work, thank you.;
;428;general;praise;;you have done that right appreciated.;;;;you have done that right appreciated.;
;429;general;praise;;thanks, it was excellent.;;;;thanks, it was excellent.;
;430;general;praise;;you have done that correctly thank you so much, olly.;;;;you have done that correctly thank you so much, olly.;
;431;general;praise;;thanks for the answer.;;;;thanks for the answer.;
;432;general;praise;;you helped a lot, thanks, olly.;;;;you helped a lot, thanks, olly.;
;433;general;praise;;ah it's amazing.;;;;ah it's amazing.;
;434;general;praise;;i appreciate it, it's good, olly.;;;;i appreciate it, it's good, olly.;
;435;general;praise;;that's amazing work, thank you, olly.;;;;that's amazing work, thank you, olly.;
;436;general;praise;;you have done it correctly, olly.;;;;you have done it correctly, olly.;
;437;general;praise;;you have done that right thank you very much.;;;;you have done that right thank you very much.;
;438;general;praise;;good work, you've done well, olly.;;;;good work, you've done well, olly.;
;439;general;praise;;you have done that correctly thank you so much.;;;;you have done that correctly thank you so much.;
;440;general;praise;;you rock, i appreciate it.;;;;you rock, i appreciate it.;
;441;general;praise;;you've done it correctly thank you very much.;;;;you've done it correctly thank you very much.;
;442;general;praise;;you are my star, i appreciate it.;;;;you are my star, i appreciate it.;
;443;general;praise;;it's perfect job, musch appreciated, olly.;;;;it's perfect job, musch appreciated, olly.;
;444;general;praise;;it's fantastic, musch appreciated.;;;;it's fantastic, musch appreciated.;
;445;general;praise;;it's useful, thank you so much.;;;;it's useful, thank you so much.;
;446;general;praise;;you did wonderful work, thank you so much, olly.;;;;you did wonderful work, thank you so much, olly.;
;447;general;praise;;you did amazing work, musch appreciated.;;;;you did amazing work, musch appreciated.;
;448;general;praise;;it's useful, thank you.;;;;it's useful, thank you.;
;449;general;praise;;musch appreciated, that's good.;;;;musch appreciated, that's good.;
;450;general;praise;;that is helpful,.;;;;that is helpful,.;
;451;general;praise;;it's cool, appreciated.;;;;it's cool, appreciated.;
;452;general;praise;;oh it's great job.;;;;oh it's great job.;
;453;general;praise;;thanks for your asssistance.;;;;thanks for your asssistance.;
;454;general;praise;;that's good one, thank you.;;;;that's good one, thank you.;
;455;general;praise;;it's cool, thank you so much, olly.;;;;it's cool, thank you so much, olly.;
;456;general;praise;;you are my star, musch appreciated.;;;;you are my star, musch appreciated.;
;457;general;praise;;excellent work, you've done well.;;;;excellent work, you've done well.;
;458;general;praise;;thanks, that's good.;;;;thanks, that's good.;
;459;general;praise;;thanks, that's fantastic job, olly.;;;;thanks, that's fantastic job, olly.;
;460;general;praise;;great job, you have done well.;;;;great job, you have done well.;
;461;general;praise;;great job, you've done well, olly.;;;;great job, you've done well, olly.;
;462;general;praise;;that's awesome work, thank you very much.;;;;that's awesome work, thank you very much.;
;463;general;praise;;i appreciate it, it's wonderful.;;;;i appreciate it, it's wonderful.;
;464;general;praise;;that's cool, thanks, olly.;;;;that's cool, thanks, olly.;
;465;general;praise;;well done, musch appreciated, olly.;;;;well done, musch appreciated, olly.;
;466;general;praise;;musch appreciated, it's perfect.;;;;musch appreciated, it's perfect.;
;467;general;praise;;it's great one.;;;;it's great one.;
;468;general;praise;;musch appreciated, it's great one.;;;;musch appreciated, it's great one.;
;469;general;praise;;you did amazing work, thank you so much.;;;;you did amazing work, thank you so much.;
;470;general;praise;;thank you very much for listening.;;;;thank you very much for listening.;
;471;general;praise;;you have done that correctly.;;;;you have done that correctly.;
;472;general;praise;;it's great one, thank you so much.;;;;it's great one, thank you so much.;
;473;general;praise;;that is nice work, thanks.;;;;that is nice work, thanks.;
;474;general;praise;;you helped a lot, appreciated.;;;;you helped a lot, appreciated.;
;475;general;praise;;excellent job, you did well.;;;;excellent job, you did well.;
;476;general;praise;;i appreciate it, it is great one, olly.;;;;i appreciate it, it is great one, olly.;
;477;general;praise;;it's good job, thank you so much.;;;;it's good job, thank you so much.;
;478;general;praise;;well done, thank you very much.;;;;well done, thank you very much.;
;479;general;praise;;i appreciate it, that's good.;;;;i appreciate it, that's good.;
;480;general;praise;;you are so helpful, thank you very much.;;;;you are so helpful, thank you very much.;
;481;general;praise;;oh that is fantastic work.;;;;oh that is fantastic work.;
;482;general;praise;;perfect job, you've done well, olly.;;;;perfect job, you've done well, olly.;
;483;general;praise;;you have done it right thanks, olly.;;;;you have done it right thanks, olly.;
;484;general;praise;;good work, you did well.;;;;good work, you did well.;
;485;general;praise;;it's cool, thank you.;;;;it's cool, thank you.;
;486;general;praise;;that's amazing job, musch appreciated.;;;;that's amazing job, musch appreciated.;
;487;general;praise;;fantastic job, you did well, olly.;;;;fantastic job, you did well, olly.;
;488;general;praise;;thank you for answers, olly.;;;;thank you for answers, olly.;
;489;general;praise;;well done, thank you so much, olly.;;;;well done, thank you so much, olly.;
;490;general;praise;;you did good work, thanks.;;;;you did good work, thanks.;
;491;general;praise;;nice work, you have done well.;;;;nice work, you have done well.;
;492;general;praise;;you have done that correctly thanks, olly.;;;;you have done that correctly thanks, olly.;
;493;general;praise;;thanks for completing that.;;;;thanks for completing that.;
;494;general;praise;;thank you very much for the answer.;;;;thank you very much for the answer.;
;495;general;praise;;you rock,.;;;;you rock,.;
;496;general;praise;;well done, thank you so much.;;;;well done, thank you so much.;
;497;general;praise;;appreciated, it's nice one, olly.;;;;appreciated, it's nice one, olly.;
;498;general;praise;;you are my hero, i appreciate it.;;;;you are my hero, i appreciate it.;
;499;general;praise;;thank you very much for reminding me of it.;;;;thank you very much for reminding me of it.;
;500;general;praise;;it was nice job, thank you so much.;;;;it was nice job, thank you so much.;
;501;general;praise;;that's good one.;;;;that's good one.;
;502;general;praise;;fantastic work, you have done well.;;;;fantastic work, you have done well.;
;503;general;praise;;you've done that correctly i appreciate it.;;;;you've done that correctly i appreciate it.;
;504;general;praise;;you are hero,.;;;;you are hero,.;
;505;general;praise;;you've done it right thank you.;;;;you've done it right thank you.;
;506;general;praise;;appreciated, that is great job.;;;;appreciated, that is great job.;
;507;general;praise;;thanks, that's nice one, olly.;;;;thanks, that's nice one, olly.;
;508;general;praise;;amazing job, you did well, olly.;;;;amazing job, you did well, olly.;
;509;general;praise;;you did perfect job,, olly.;;;;you did perfect job,, olly.;
;510;general;praise;;you've done that right thank you very much.;;;;you've done that right thank you very much.;
;511;general;praise;;you did great job,.;;;;you did great job,.;
;512;general;praise;;appreciated, that was amazing work.;;;;appreciated, that was amazing work.;
;513;general;praise;;you are my hero, thanks.;;;;you are my hero, thanks.;
;514;general;praise;;i appreciate it, that's great job.;;;;i appreciate it, that's great job.;
;515;general;praise;;that's cool, thank you so much, olly.;;;;that's cool, thank you so much, olly.;
;516;general;praise;;you did excellent job,, olly.;;;;you did excellent job,, olly.;
;517;general;praise;;that's useful, appreciated.;;;;that's useful, appreciated.;
;518;general;praise;;you've done it correctly musch appreciated, olly.;;;;you've done it correctly musch appreciated, olly.;
;519;general;praise;;ah that's nice one.;;;;ah that's nice one.;
;520;general;praise;;thank you for helps.;;;;thank you for helps.;
;521;general;praise;;you've done it right thank you very much, olly.;;;;you've done it right thank you very much, olly.;
;522;general;praise;;you've done it right musch appreciated, olly.;;;;you've done it right musch appreciated, olly.;
;523;general;praise;;thank you so much for the answer, olly.;;;;thank you so much for the answer, olly.;
;524;general;praise;;well done, appreciated.;;;;well done, appreciated.;
;525;general;praise;;it was cool, thanks.;;;;it was cool, thanks.;
;526;general;praise;;that's useful, thanks, olly.;;;;that's useful, thanks, olly.;
;527;general;praise;;nice job, you did well, olly.;;;;nice job, you did well, olly.;
;528;general;praise;;it's useful, i appreciate it.;;;;it's useful, i appreciate it.;
;529;general;praise;;you have done that correctly, olly.;;;;you have done that correctly, olly.;
;530;general;praise;;you've done that right thanks.;;;;you've done that right thanks.;
;531;general;praise;;that was good one, thank you very much.;;;;that was good one, thank you very much.;
;532;general;praise;;you did good job,, olly.;;;;you did good job,, olly.;
;533;general;praise;;thanks, that was great one.;;;;thanks, that was great one.;
;534;general;praise;;oh it's wonderful.;;;;oh it's wonderful.;
;535;general;praise;;that's useful, musch appreciated.;;;;that's useful, musch appreciated.;
;536;general;praise;;thank you for your response, olly.;;;;thank you for your response, olly.;
;537;general;praise;;it's cool, thank you, olly.;;;;it's cool, thank you, olly.;
;538;general;praise;;that's useful, thank you very much.;;;;that's useful, thank you very much.;
;539;general;praise;;that's nice one, thank you, olly.;;;;that's nice one, thank you, olly.;
;540;general;praise;;it's great one, i appreciate it.;;;;it's great one, i appreciate it.;
;541;general;praise;;that's nice job, appreciated, olly.;;;;that's nice job, appreciated, olly.;
;542;general;praise;;ah that is great one.;;;;ah that is great one.;
;543;general;praise;;you've done it correctly.;;;;you've done it correctly.;
;544;general;praise;;you did amazing work,.;;;;you did amazing work,.;
;545;general;praise;;you are the best, i appreciate it.;;;;you are the best, i appreciate it.;
;546;general;praise;;appreciated, that's amazing.;;;;appreciated, that's amazing.;
;547;general;praise;;it's good one, appreciated.;;;;it's good one, appreciated.;
;548;general;praise;;thank you for your answers.;;;;thank you for your answers.;
;549;general;praise;;ah it's amazing work.;;;;ah it's amazing work.;
;550;general;praise;;you did perfect work,.;;;;you did perfect work,.;
;551;general;praise;;good work, you have done well.;;;;good work, you have done well.;
;552;general;praise;;thank you very much for your answers.;;;;thank you very much for your answers.;
;553;general;praise;;it's wonderful.;;;;it's wonderful.;
;554;general;praise;;it was helpful, thanks.;;;;it was helpful, thanks.;
;555;general;praise;;that was good, thanks.;;;;that was good, thanks.;
;556;general;praise;;thanks, it's awesome work.;;;;thanks, it's awesome work.;
;557;general;praise;;you have done that right musch appreciated, olly.;;;;you have done that right musch appreciated, olly.;
;558;general;praise;;you've done it correctly i appreciate it.;;;;you've done it correctly i appreciate it.;
;559;general;praise;;oh it is awesome.;;;;oh it is awesome.;
;560;general;praise;;thank you very much for that information.;;;;thank you very much for that information.;
;561;general;praise;;amazing job, you've done well.;;;;amazing job, you've done well.;
;562;general;praise;;ah it was great one, olly.;;;;ah it was great one, olly.;
;563;general;praise;;that's amazing, thanks, olly.;;;;that's amazing, thanks, olly.;
;564;general;praise;;it's helpful, thank you very much.;;;;it's helpful, thank you very much.;
;565;general;praise;;that's helpful, i appreciate it, olly.;;;;that's helpful, i appreciate it, olly.;
;566;general;praise;;it was helpful,.;;;;it was helpful,.;
;567;general;praise;;that's cool,.;;;;that's cool,.;
;568;general;praise;;that is wonderful, appreciated.;;;;that is wonderful, appreciated.;
;569;general;praise;;that was helpful,.;;;;that was helpful,.;
;570;general;praise;;that's cool,, olly.;;;;that's cool,, olly.;
;571;general;praise;;that's helpful, appreciated, olly.;;;;that's helpful, appreciated, olly.;
;572;general;praise;;appreciated, that's nice.;;;;appreciated, that's nice.;
;573;general;praise;;it was helpful,, olly.;;;;it was helpful,, olly.;
;574;general;praise;;you have done it correctly.;;;;you have done it correctly.;
;575;general;praise;;you've done that right thank you so much.;;;;you've done that right thank you so much.;
;576;general;praise;;you are star, i appreciate it.;;;;you are star, i appreciate it.;
;577;general;praise;;you are my hero, thank you so much, olly.;;;;you are my hero, thank you so much, olly.;
;578;general;praise;;it's fantastic job, appreciated.;;;;it's fantastic job, appreciated.;
;579;general;praise;;wonderful work, you did well.;;;;wonderful work, you did well.;
;580;general;praise;;appreciate your helping, olly.;;;;appreciate your helping, olly.;
;581;general;praise;;thanks, that was fantastic job, olly.;;;;thanks, that was fantastic job, olly.;
;582;general;praise;;that is cool, thanks, olly.;;;;that is cool, thanks, olly.;
;583;general;praise;;nice job, you have done well, olly.;;;;nice job, you have done well, olly.;
;584;general;praise;;it's great one, olly.;;;;it's great one, olly.;
;585;general;praise;;good work, you've done well.;;;;good work, you've done well.;
;586;general;praise;;thank you very much for response.;;;;thank you very much for response.;
;587;general;praise;;that's wonderful, musch appreciated.;;;;that's wonderful, musch appreciated.;
;588;general;praise;;that is cool, musch appreciated.;;;;that is cool, musch appreciated.;
;589;general;praise;;thank you so much for doing that.;;;;thank you so much for doing that.;
;590;general;praise;;thank you for your asssistance.;;;;thank you for your asssistance.;
;591;general;praise;;you did good work, thank you very much.;;;;you did good work, thank you very much.;
;592;general;praise;;appreciate your answers.;;;;appreciate your answers.;
;593;general;praise;;it's fantastic, thank you.;;;;it's fantastic, thank you.;
;594;general;praise;;thank you very much for reminding me of that.;;;;thank you very much for reminding me of that.;
;595;general;praise;;thank you so much for your answer.;;;;thank you so much for your answer.;
;596;general;praise;;you are my hero, musch appreciated.;;;;you are my hero, musch appreciated.;
;597;general;praise;;it's good one, thank you.;;;;it's good one, thank you.;
;598;general;praise;;ah that's good job.;;;;ah that's good job.;
